,user_id,call_type,road_len,gps_len,road,gps,time,ptime
542,288,1,24,50,"[7489, 552, 1241, 9616, 1802, 1804, 1799, 1798, 8171, 1813, 8175, 1809, 1765, 6151, 1760, 1763, 1810, 8173, 1814, 8172, 1797, 1779, 6153, 1777]","[[-8.604207, 41.161239], [-8.60418, 41.161356], [-8.60409, 41.161959], [-8.604036, 41.162355], [-8.602776, 41.163318], [-8.601867, 41.164119], [-8.601777, 41.1642], [-8.601552, 41.164398], [-8.60157, 41.164416], [-8.60157, 41.164425], [-8.601543, 41.164425], [-8.601021, 41.164758], [-8.6004, 41.165226], [-8.60076, 41.16582], [-8.601669, 41.16672], [-8.601336, 41.167107], [-8.599329, 41.167071], [-8.597763, 41.166954], [-8.59743, 41.166909], [-8.59671, 41.167395], [-8.597169, 41.167089], [-8.597304, 41.166927], [-8.597313, 41.166891], [-8.597322, 41.166873], [-8.59734, 41.166891], [-8.59734, 41.166873], [-8.59734, 41.166855], [-8.59734, 41.166837], [-8.597322, 41.166846], [-8.597331, 41.166828], [-8.597358, 41.166846], [-8.597358, 41.166864], [-8.597367, 41.166873], [-8.597358, 41.1669], [-8.597367, 41.166909], [-8.597376, 41.166918], [-8.597367, 41.166918], [-8.597367, 41.166918], [-8.597349, 41.166918], [-8.597871, 41.167044], [-8.599572, 41.167179], [-8.601471, 41.16717], [-8.602101, 41.16699], [-8.602992, 41.167485], [-8.603388, 41.167764], [-8.603424, 41.166864], [-8.602812, 41.165586], [-8.602704, 41.165388], [-8.602641, 41.165424], [-8.602596, 41.165469]]","[1372697412, 1372697427, 1372697442, 1372697457, 1372697472, 1372697487, 1372697502, 1372697517, 1372697532, 1372697547, 1372697562, 1372697577, 1372697592, 1372697607, 1372697622, 1372697637, 1372697652, 1372697667, 1372697682, 1372697697, 1372697712, 1372697727, 1372697742, 1372697757, 1372697772, 1372697787, 1372697802, 1372697817, 1372697832, 1372697847, 1372697862, 1372697877, 1372697892, 1372697907, 1372697922, 1372697937, 1372697952, 1372697967, 1372697982, 1372697997, 1372698012, 1372698027, 1372698042, 1372698057, 1372698072, 1372698087, 1372698102, 1372698117, 1372698132, 1372698147]","[1372697412, 1372697427, 1372697442, 1372697457, 1372697547, 1372697607, 1372697615, 1372697622, 1372697637, 1372697645, 1372697652, 1372697667, 1372697722, 1372697777, 1372697832, 1372697997, 1372698012, 1372698020, 1372698027, 1372698057, 1372698087, 1372698095, 1372698102, 1372698147]"
543,206,0,51,32,"[6957, 6954, 933, 923, 7261, 7259, 7255, 927, 7249, 7245, 929, 8207, 933, 923, 7261, 7259, 7255, 927, 7249, 7245, 929, 8206, 9465, 6677, 7992, 9371, 2252, 6672, 727, 104, 102, 89, 91, 103, 102, 89, 90, 82, 83, 103, 102, 89, 90, 81, 73, 7268, 7709, 7267, 77, 79, 85]","[[-8.596971, 41.1507], [-8.596953, 41.150727], [-8.596908, 41.150772], [-8.596899, 41.150826], [-8.596899, 41.150853], [-8.596548, 41.151051], [-8.596125, 41.151159], [-8.595765, 41.150934], [-8.59536, 41.150493], [-8.595234, 41.150277], [-8.59626, 41.149782], [-8.597601, 41.14899], [-8.597988, 41.148612], [-8.598024, 41.148567], [-8.597997, 41.148576], [-8.598177, 41.148459], [-8.599518, 41.148441], [-8.600373, 41.148675], [-8.601372, 41.148837], [-8.60193, 41.148945], [-8.60301, 41.149098], [-8.604126, 41.149332], [-8.605512, 41.149656], [-8.605593, 41.149656], [-8.605701, 41.149665], [-8.6067, 41.149872], [-8.607096, 41.14998], [-8.60805, 41.15034], [-8.608788, 41.150448], [-8.60967, 41.1507], [-8.609859, 41.151087], [-8.609769, 41.151141]]","[1372696668, 1372696683, 1372696698, 1372696713, 1372696728, 1372696743, 1372696758, 1372696773, 1372696788, 1372696803, 1372696818, 1372696833, 1372696848, 1372696863, 1372696878, 1372696893, 1372696908, 1372696923, 1372696938, 1372696953, 1372696968, 1372696983, 1372696998, 1372697013, 1372697028, 1372697043, 1372697058, 1372697073, 1372697088, 1372697103, 1372697118, 1372697133]","[1372696668, 1372696773, 1372696781, 1372696788, 1372696796, 1372696803, 1372696811, 1372696818, 1372696826, 1372696833, 1372696841, 1372696848, 1372696852, 1372696856, 1372696859, 1372696863, 1372696867, 1372696871, 1372696874, 1372696878, 1372696882, 1372696886, 1372696889, 1372696893, 1372696897, 1372696901, 1372696904, 1372696908, 1372696938, 1372696953, 1372696957, 1372696961, 1372696964, 1372696968, 1372696971, 1372696974, 1372696977, 1372696980, 1372696983, 1372696989, 1372696994, 1372697000, 1372697006, 1372697011, 1372697017, 1372697022, 1372697028, 1372697051, 1372697073, 1372697103, 1372697133]"
544,79,2,41,48,"[9516, 7560, 9533, 6143, 884, 892, 880, 9046, 794, 7292, 7989, 8220, 894, 993, 3231, 7474, 721, 722, 4577, 3228, 893, 32, 10276, 7265, 7781, 10431, 10427, 736, 10328, 791, 8114, 10325, 737, 7482, 233, 8243, 7291, 7399, 7290, 8239, 7044]","[[-8.611398, 41.143113], [-8.610714, 41.143167], [-8.609364, 41.143275], [-8.607852, 41.142798], [-8.605728, 41.142555], [-8.60517, 41.143392], [-8.605053, 41.143788], [-8.605377, 41.14422], [-8.606313, 41.144517], [-8.607015, 41.144805], [-8.607204, 41.145084], [-8.607366, 41.145327], [-8.607447, 41.145516], [-8.60742, 41.145588], [-8.607384, 41.14557], [-8.60715, 41.145849], [-8.607078, 41.146245], [-8.606979, 41.146587], [-8.606952, 41.146704], [-8.606934, 41.14674], [-8.606934, 41.146785], [-8.60688, 41.146776], [-8.606853, 41.146974], [-8.607726, 41.147154], [-8.608734, 41.147424], [-8.609598, 41.147685], [-8.609769, 41.147748], [-8.609751, 41.147766], [-8.610813, 41.14791], [-8.611452, 41.147028], [-8.611533, 41.146614], [-8.611569, 41.146416], [-8.611164, 41.146029], [-8.610957, 41.145453], [-8.611416, 41.145048], [-8.61183, 41.144913], [-8.612577, 41.144463], [-8.61354, 41.143968], [-8.6139, 41.143797], [-8.614296, 41.143545], [-8.614611, 41.142915], [-8.614935, 41.142897], [-8.615187, 41.142618], [-8.615205, 41.141286], [-8.615232, 41.140917], [-8.615232, 41.140881], [-8.614701, 41.140944], [-8.613378, 41.14125]]","[1372697064, 1372697079, 1372697094, 1372697109, 1372697124, 1372697139, 1372697154, 1372697169, 1372697184, 1372697199, 1372697214, 1372697229, 1372697244, 1372697259, 1372697274, 1372697289, 1372697304, 1372697319, 1372697334, 1372697349, 1372697364, 1372697379, 1372697394, 1372697409, 1372697424, 1372697439, 1372697454, 1372697469, 1372697484, 1372697499, 1372697514, 1372697529, 1372697544, 1372697559, 1372697574, 1372697589, 1372697604, 1372697619, 1372697634, 1372697649, 1372697664, 1372697679, 1372697694, 1372697709, 1372697724, 1372697739, 1372697754, 1372697769]","[1372697064, 1372697079, 1372697094, 1372697099, 1372697104, 1372697109, 1372697124, 1372697139, 1372697169, 1372697229, 1372697289, 1372697298, 1372697308, 1372697317, 1372697327, 1372697336, 1372697345, 1372697355, 1372697364, 1372697409, 1372697454, 1372697484, 1372697514, 1372697544, 1372697552, 1372697559, 1372697564, 1372697569, 1372697574, 1372697589, 1372697604, 1372697634, 1372697664, 1372697694, 1372697699, 1372697704, 1372697709, 1372697739, 1372697749, 1372697759, 1372697769]"
545,157,2,70,54,"[6910, 7111, 9386, 4668, 2363, 2501, 9899, 2362, 9312, 9311, 2505, 529, 7997, 10203, 7558, 7993, 252, 7607, 8741, 154, 7994, 10251, 10344, 6716, 1637, 1646, 10341, 6707, 4889, 688, 694, 2286, 7980, 6670, 692, 61, 6915, 6468, 7388, 697, 699, 730, 1614, 7329, 728, 7331, 7053, 6458, 36, 5383, 5379, 7383, 10416, 33, 6456, 996, 29, 10276, 7265, 7781, 10431, 10427, 734, 7780, 9519, 878, 9533, 6143, 884, 892]","[[-8.628984, 41.161023], [-8.628894, 41.160996], [-8.628912, 41.160987], [-8.628543, 41.160798], [-8.628687, 41.159907], [-8.628867, 41.159304], [-8.62965, 41.158746], [-8.630307, 41.158071], [-8.630244, 41.157513], [-8.629893, 41.157216], [-8.628993, 41.157], [-8.62794, 41.156298], [-8.627085, 41.155236], [-8.626923, 41.154912], [-8.626869, 41.154786], [-8.626419, 41.153355], [-8.626302, 41.152995], [-8.626311, 41.153004], [-8.62632, 41.153013], [-8.626329, 41.153013], [-8.626338, 41.153022], [-8.626212, 41.152545], [-8.625843, 41.151348], [-8.625879, 41.151231], [-8.625933, 41.151222], [-8.625834, 41.150331], [-8.625537, 41.148945], [-8.625582, 41.148873], [-8.624205, 41.148162], [-8.622891, 41.147784], [-8.622621, 41.14773], [-8.621658, 41.147496], [-8.620353, 41.147109], [-8.6202, 41.146326], [-8.619318, 41.146137], [-8.617977, 41.146353], [-8.617671, 41.146164], [-8.617671, 41.146182], [-8.617671, 41.146173], [-8.617662, 41.146173], [-8.617419, 41.145291], [-8.61633, 41.145111], [-8.614953, 41.145714], [-8.613594, 41.145921], [-8.612559, 41.145912], [-8.611551, 41.146038], [-8.610831, 41.145921], [-8.610849, 41.145849], [-8.610894, 41.145543], [-8.610741, 41.144571], [-8.610462, 41.143698], [-8.609733, 41.143248], [-8.607879, 41.142807], [-8.605449, 41.142843]]","[1372697103, 1372697118, 1372697133, 1372697148, 1372697163, 1372697178, 1372697193, 1372697208, 1372697223, 1372697238, 1372697253, 1372697268, 1372697283, 1372697298, 1372697313, 1372697328, 1372697343, 1372697358, 1372697373, 1372697388, 1372697403, 1372697418, 1372697433, 1372697448, 1372697463, 1372697478, 1372697493, 1372697508, 1372697523, 1372697538, 1372697553, 1372697568, 1372697583, 1372697598, 1372697613, 1372697628, 1372697643, 1372697658, 1372697673, 1372697688, 1372697703, 1372697718, 1372697733, 1372697748, 1372697763, 1372697778, 1372697793, 1372697808, 1372697823, 1372697838, 1372697853, 1372697868, 1372697883, 1372697898]","[1372697103, 1372697109, 1372697116, 1372697122, 1372697128, 1372697134, 1372697141, 1372697147, 1372697153, 1372697159, 1372697166, 1372697172, 1372697178, 1372697186, 1372697193, 1372697201, 1372697208, 1372697223, 1372697238, 1372697253, 1372697268, 1372697283, 1372697291, 1372697298, 1372697313, 1372697328, 1372697343, 1372697358, 1372697418, 1372697448, 1372697493, 1372697503, 1372697513, 1372697523, 1372697538, 1372697553, 1372697568, 1372697576, 1372697583, 1372697613, 1372697673, 1372697688, 1372697703, 1372697718, 1372697726, 1372697733, 1372697748, 1372697763, 1372697765, 1372697766, 1372697768, 1372697769, 1372697771, 1372697772, 1372697774, 1372697775, 1372697777, 1372697778, 1372697793, 1372697808, 1372697823, 1372697828, 1372697833, 1372697838, 1372697853, 1372697861, 1372697868, 1372697878, 1372697888, 1372697898]"
546,22,1,23,24,"[311, 2247, 2239, 10127, 7807, 10311, 349, 141, 8003, 2774, 2961, 2948, 315, 2730, 317, 318, 623, 4641, 8647, 625, 2920, 2917, 2923]","[[-8.600112, 41.182704], [-8.599743, 41.182704], [-8.59797, 41.182236], [-8.597853, 41.182191], [-8.597853, 41.182182], [-8.597844, 41.182173], [-8.597835, 41.182173], [-8.597826, 41.182164], [-8.596692, 41.182056], [-8.59437, 41.181354], [-8.591373, 41.180121], [-8.588907, 41.179608], [-8.586936, 41.179617], [-8.585649, 41.180364], [-8.583822, 41.181273], [-8.583651, 41.181201], [-8.58366, 41.181183], [-8.58366, 41.181192], [-8.583588, 41.181156], [-8.582373, 41.180526], [-8.581644, 41.180094], [-8.581014, 41.179257], [-8.580105, 41.178789], [-8.580357, 41.178474]]","[1372695375, 1372695390, 1372695405, 1372695420, 1372695435, 1372695450, 1372695465, 1372695480, 1372695495, 1372695510, 1372695525, 1372695540, 1372695555, 1372695570, 1372695585, 1372695600, 1372695615, 1372695630, 1372695645, 1372695660, 1372695675, 1372695690, 1372695705, 1372695720]","[1372695375, 1372695435, 1372695495, 1372695500, 1372695505, 1372695510, 1372695518, 1372695525, 1372695530, 1372695535, 1372695540, 1372695555, 1372695570, 1372695615, 1372695638, 1372695660, 1372695664, 1372695668, 1372695671, 1372695675, 1372695690, 1372695705, 1372695720]"
547,331,1,41,28,"[9520, 5388, 9443, 9444, 5390, 6883, 6885, 6881, 6887, 8564, 2093, 9803, 2084, 923, 7261, 7259, 7255, 927, 7249, 7245, 929, 8207, 933, 923, 7261, 7259, 7255, 927, 7249, 7245, 929, 8206, 9465, 6677, 7992, 9371, 2252, 6672, 727, 104, 102]","[[-8.585658, 41.14854], [-8.585721, 41.148693], [-8.585685, 41.148864], [-8.585667, 41.148909], [-8.585865, 41.148963], [-8.585982, 41.148981], [-8.586018, 41.148981], [-8.586594, 41.149053], [-8.587386, 41.149188], [-8.587881, 41.149359], [-8.588628, 41.149548], [-8.590455, 41.150106], [-8.592408, 41.150646], [-8.593137, 41.150772], [-8.593119, 41.150754], [-8.593128, 41.150754], [-8.593146, 41.150754], [-8.593155, 41.150763], [-8.59365, 41.150997], [-8.595135, 41.150448], [-8.596872, 41.149458], [-8.597718, 41.148801], [-8.597898, 41.148558], [-8.599068, 41.148414], [-8.600751, 41.148747], [-8.602056, 41.149179], [-8.602119, 41.149404], [-8.602146, 41.149395]]","[1372697601, 1372697616, 1372697631, 1372697646, 1372697661, 1372697676, 1372697691, 1372697706, 1372697721, 1372697736, 1372697751, 1372697766, 1372697781, 1372697796, 1372697811, 1372697826, 1372697841, 1372697856, 1372697871, 1372697886, 1372697901, 1372697916, 1372697931, 1372697946, 1372697961, 1372697976, 1372697991, 1372698006]","[1372697601, 1372697661, 1372697681, 1372697701, 1372697721, 1372697751, 1372697759, 1372697766, 1372697781, 1372697826, 1372697832, 1372697839, 1372697845, 1372697851, 1372697857, 1372697864, 1372697870, 1372697876, 1372697882, 1372697889, 1372697895, 1372697901, 1372697904, 1372697907, 1372697909, 1372697912, 1372697915, 1372697918, 1372697921, 1372697924, 1372697926, 1372697929, 1372697932, 1372697935, 1372697938, 1372697940, 1372697943, 1372697946, 1372697961, 1372697984, 1372698006]"
548,395,1,27,36,"[995, 87, 7372, 85, 2996, 2992, 2997, 3006, 3002, 2994, 9914, 6728, 4327, 983, 834, 838, 715, 841, 717, 1904, 2987, 534, 536, 539, 1927, 411, 414]","[[-8.611155, 41.149269], [-8.6112, 41.14926], [-8.610867, 41.149197], [-8.610885, 41.14926], [-8.610804, 41.149269], [-8.609985, 41.149746], [-8.610291, 41.150421], [-8.609499, 41.151357], [-8.609859, 41.151888], [-8.60994, 41.152869], [-8.610003, 41.153526], [-8.609544, 41.15403], [-8.609526, 41.155434], [-8.609112, 41.157234], [-8.607546, 41.15745], [-8.606709, 41.158143], [-8.606124, 41.159124], [-8.604648, 41.158791], [-8.604504, 41.15916], [-8.604423, 41.159709], [-8.604198, 41.160177], [-8.602335, 41.159727], [-8.601696, 41.159637], [-8.601669, 41.159637], [-8.601633, 41.159655], [-8.6013, 41.159538], [-8.600967, 41.159673], [-8.600796, 41.16015], [-8.600571, 41.160708], [-8.600499, 41.161041], [-8.600508, 41.161059], [-8.600535, 41.16114], [-8.601768, 41.1615], [-8.602632, 41.161635], [-8.602596, 41.161671], [-8.602569, 41.161698]]","[1372698617, 1372698632, 1372698647, 1372698662, 1372698677, 1372698692, 1372698707, 1372698722, 1372698737, 1372698752, 1372698767, 1372698782, 1372698797, 1372698812, 1372698827, 1372698842, 1372698857, 1372698872, 1372698887, 1372698902, 1372698917, 1372698932, 1372698947, 1372698962, 1372698977, 1372698992, 1372699007, 1372699022, 1372699037, 1372699052, 1372699067, 1372699082, 1372699097, 1372699112, 1372699127, 1372699142]","[1372698617, 1372698692, 1372698707, 1372698722, 1372698737, 1372698752, 1372698760, 1372698767, 1372698775, 1372698782, 1372698790, 1372698797, 1372698802, 1372698807, 1372698812, 1372698827, 1372698842, 1372698857, 1372698872, 1372698887, 1372698917, 1372698940, 1372698962, 1372699007, 1372699052, 1372699097, 1372699142]"
549,1,2,51,70,"[2092, 4478, 2089, 4476, 4450, 9587, 2088, 2211, 2208, 2068, 9436, 653, 553, 9462, 9454, 1283, 9460, 854, 1275, 1263, 10413, 9457, 9458, 9738, 1258, 5307, 5305, 5301, 1188, 1164, 5334, 5335, 6897, 5331, 5329, 10517, 5308, 5296, 5303, 9764, 5310, 5319, 8830, 1130, 434, 2981, 6599, 430, 8081, 8082, 6603]","[[-8.593227, 41.150799], [-8.593236, 41.150781], [-8.593371, 41.150808], [-8.592786, 41.151204], [-8.591787, 41.152698], [-8.591103, 41.154273], [-8.591166, 41.155497], [-8.590446, 41.155803], [-8.590401, 41.156037], [-8.590401, 41.156055], [-8.590401, 41.156064], [-8.590401, 41.156064], [-8.590401, 41.156055], [-8.590401, 41.156055], [-8.590392, 41.156046], [-8.590392, 41.156037], [-8.590392, 41.156037], [-8.590383, 41.156046], [-8.590392, 41.156064], [-8.590401, 41.156055], [-8.590401, 41.156055], [-8.590392, 41.156055], [-8.590374, 41.156055], [-8.590473, 41.15619], [-8.59113, 41.156217], [-8.591148, 41.156199], [-8.591139, 41.156199], [-8.591139, 41.156199], [-8.591148, 41.156199], [-8.591148, 41.156199], [-8.591157, 41.156199], [-8.591166, 41.15619], [-8.591157, 41.156181], [-8.591148, 41.156199], [-8.59113, 41.156199], [-8.591139, 41.15619], [-8.591148, 41.156199], [-8.591148, 41.156199], [-8.591148, 41.15619], [-8.591139, 41.156199], [-8.59113, 41.15619], [-8.591139, 41.156181], [-8.591157, 41.156181], [-8.591157, 41.156199], [-8.591139, 41.156199], [-8.591139, 41.15619], [-8.591139, 41.156199], [-8.591139, 41.15619], [-8.59122, 41.156199], [-8.592813, 41.156208], [-8.594307, 41.156298], [-8.594613, 41.156433], [-8.594037, 41.157378], [-8.593389, 41.158467], [-8.592813, 41.159493], [-8.59221, 41.160456], [-8.591373, 41.161743], [-8.590095, 41.163318], [-8.588934, 41.165127], [-8.588151, 41.16699], [-8.587215, 41.168988], [-8.586207, 41.17104], [-8.585181, 41.173074], [-8.584524, 41.174361], [-8.584227, 41.174982], [-8.584218, 41.174973], [-8.584029, 41.175351], [-8.583129, 41.177124], [-8.58276, 41.177925], [-8.582157, 41.179572]]","[1372694276, 1372694291, 1372694306, 1372694321, 1372694336, 1372694351, 1372694366, 1372694381, 1372694396, 1372694411, 1372694426, 1372694441, 1372694456, 1372694486, 1372694501, 1372694516, 1372694576, 1372694591, 1372694606, 1372694621, 1372694636, 1372694651, 1372694666, 1372694681, 1372694696, 1372694711, 1372694726, 1372694741, 1372694756, 1372694771, 1372694786, 1372694801, 1372694816, 1372694831, 1372694846, 1372694861, 1372694876, 1372694891, 1372694906, 1372694921, 1372694936, 1372694951, 1372694966, 1372694981, 1372694996, 1372695011, 1372695026, 1372695041, 1372695056, 1372695071, 1372695086, 1372695101, 1372695116, 1372695131, 1372695146, 1372695161, 1372695176, 1372695191, 1372695206, 1372695221, 1372695236, 1372695251, 1372695266, 1372695281, 1372695296, 1372695311, 1372695326, 1372695341, 1372695356, 1372695371]","[1372694276, 1372694306, 1372694336, 1372694344, 1372694351, 1372694359, 1372694366, 1372694516, 1372694861, 1372695056, 1372695071, 1372695086, 1372695101, 1372695116, 1372695124, 1372695131, 1372695139, 1372695146, 1372695154, 1372695161, 1372695164, 1372695167, 1372695170, 1372695173, 1372695176, 1372695184, 1372695191, 1372695196, 1372695201, 1372695206, 1372695210, 1372695214, 1372695217, 1372695221, 1372695225, 1372695229, 1372695232, 1372695236, 1372695241, 1372695246, 1372695251, 1372695256, 1372695261, 1372695266, 1372695296, 1372695326, 1372695341, 1372695356, 1372695361, 1372695366, 1372695371]"
550,116,1,33,33,"[6206, 5448, 519, 6937, 522, 2278, 5001, 5458, 8133, 5130, 503, 10358, 5034, 6831, 390, 4683, 1872, 393, 399, 395, 5159, 397, 1878, 5142, 5145, 10185, 5196, 2325, 1414, 1429, 4348, 4353, 4357]","[[-8.627751, 41.175378], [-8.62758, 41.174946], [-8.626509, 41.173272], [-8.625996, 41.170869], [-8.625843, 41.170041], [-8.625843, 41.169915], [-8.627013, 41.169762], [-8.626797, 41.168511], [-8.626509, 41.167458], [-8.626626, 41.16663], [-8.628012, 41.166198], [-8.629335, 41.16573], [-8.630676, 41.165163], [-8.632557, 41.164272], [-8.63478, 41.163138], [-8.636067, 41.162472], [-8.637012, 41.162283], [-8.637183, 41.162148], [-8.637633, 41.161806], [-8.637615, 41.160888], [-8.638056, 41.159835], [-8.638155, 41.1597], [-8.638191, 41.159601], [-8.639055, 41.159637], [-8.640495, 41.159799], [-8.640486, 41.159799], [-8.640477, 41.159808], [-8.640477, 41.159808], [-8.640828, 41.159187], [-8.641323, 41.157513], [-8.642583, 41.157324], [-8.643501, 41.157495], [-8.643492, 41.157504]]","[1372698853, 1372698868, 1372698883, 1372698898, 1372698913, 1372698928, 1372698943, 1372698958, 1372698973, 1372698988, 1372699003, 1372699018, 1372699033, 1372699048, 1372699063, 1372699078, 1372699093, 1372699108, 1372699123, 1372699138, 1372699153, 1372699168, 1372699183, 1372699198, 1372699213, 1372699228, 1372699243, 1372699258, 1372699273, 1372699288, 1372699303, 1372699318, 1372699333]","[1372698853, 1372698861, 1372698868, 1372698876, 1372698883, 1372698913, 1372698943, 1372698951, 1372698958, 1372698973, 1372698988, 1372698996, 1372699003, 1372699033, 1372699041, 1372699048, 1372699056, 1372699063, 1372699071, 1372699078, 1372699086, 1372699093, 1372699123, 1372699153, 1372699198, 1372699228, 1372699273, 1372699281, 1372699288, 1372699293, 1372699298, 1372699303, 1372699333]"
551,309,0,61,67,"[4961, 9562, 8599, 9605, 4979, 4984, 4695, 5855, 4690, 8793, 2155, 5843, 640, 642, 645, 9575, 648, 9369, 9368, 1716, 2070, 1939, 1930, 1938, 6507, 1933, 6510, 6514, 783, 7792, 7790, 122, 123, 7796, 609, 611, 603, 614, 2021, 7045, 2067, 2030, 2244, 2027, 10190, 2063, 2701, 8957, 2241, 8014, 8017, 8091, 2247, 2238, 2235, 2237, 2699, 2661, 341, 2978, 311]","[[-8.57637, 41.158377], [-8.57637, 41.158386], [-8.57637, 41.158377], [-8.576379, 41.158377], [-8.576523, 41.158332], [-8.575686, 41.158512], [-8.575074, 41.158485], [-8.575704, 41.159601], [-8.576208, 41.1606], [-8.576829, 41.161041], [-8.578494, 41.160312], [-8.580375, 41.159439], [-8.581833, 41.159286], [-8.582697, 41.158953], [-8.582679, 41.159439], [-8.582148, 41.160924], [-8.582463, 41.162661], [-8.58276, 41.163354], [-8.581122, 41.163372], [-8.581959, 41.16483], [-8.583093, 41.166063], [-8.584623, 41.166675], [-8.586954, 41.167143], [-8.589663, 41.168655], [-8.592786, 41.17068], [-8.596008, 41.171958], [-8.599311, 41.171409], [-8.60247, 41.171688], [-8.604387, 41.172615], [-8.605683, 41.173335], [-8.605683, 41.173308], [-8.605665, 41.173299], [-8.605683, 41.173308], [-8.605719, 41.173506], [-8.603874, 41.173632], [-8.601372, 41.173722], [-8.599824, 41.17464], [-8.600067, 41.176278], [-8.598897, 41.178501], [-8.598312, 41.179851], [-8.597484, 41.181543], [-8.597367, 41.181813], [-8.597367, 41.181813], [-8.597358, 41.181813], [-8.597349, 41.181804], [-8.597349, 41.181795], [-8.597205, 41.182119], [-8.598546, 41.182677], [-8.59977, 41.183037], [-8.600976, 41.183406], [-8.602092, 41.183658], [-8.602128, 41.183676], [-8.602857, 41.183748], [-8.602713, 41.183469], [-8.601561, 41.183208], [-8.600256, 41.182713], [-8.600355, 41.182542], [-8.600364, 41.182533], [-8.600472, 41.181903], [-8.600499, 41.181642], [-8.600508, 41.181633], [-8.600508, 41.181633], [-8.60049, 41.181624], [-8.600508, 41.181624], [-8.600508, 41.181624], [-8.600499, 41.181615], [-8.600508, 41.181633]]","[1372689373, 1372689388, 1372689403, 1372689418, 1372689433, 1372689448, 1372689463, 1372689478, 1372689493, 1372689508, 1372689523, 1372689538, 1372689553, 1372689568, 1372689583, 1372689598, 1372689613, 1372689628, 1372689643, 1372689658, 1372689673, 1372689688, 1372689703, 1372689718, 1372689733, 1372689748, 1372689763, 1372689778, 1372689793, 1372689808, 1372689823, 1372689838, 1372689853, 1372689868, 1372689883, 1372689898, 1372689913, 1372689928, 1372689943, 1372689958, 1372689973, 1372689988, 1372690003, 1372690018, 1372690033, 1372690048, 1372690063, 1372690078, 1372690093, 1372690108, 1372690123, 1372690138, 1372690153, 1372690168, 1372690183, 1372690198, 1372690213, 1372690228, 1372690243, 1372690258, 1372690273, 1372690288, 1372690303, 1372690318, 1372690333, 1372690348, 1372690363]","[1372689373, 1372689411, 1372689448, 1372689463, 1372689471, 1372689478, 1372689493, 1372689501, 1372689508, 1372689516, 1372689523, 1372689531, 1372689538, 1372689546, 1372689553, 1372689561, 1372689568, 1372689583, 1372689598, 1372689613, 1372689618, 1372689623, 1372689628, 1372689633, 1372689638, 1372689643, 1372689658, 1372689673, 1372689703, 1372689711, 1372689718, 1372689748, 1372689763, 1372689778, 1372689786, 1372689793, 1372689838, 1372689853, 1372689868, 1372689883, 1372689898, 1372689906, 1372689913, 1372689918, 1372689923, 1372689928, 1372689932, 1372689936, 1372689939, 1372689943, 1372689973, 1372690003, 1372690063, 1372690068, 1372690073, 1372690078, 1372690093, 1372690116, 1372690138, 1372690251, 1372690363]"
552,300,1,26,41,"[3133, 3148, 9334, 3138, 8562, 7754, 7609, 2270, 1784, 1785, 1795, 1777, 1801, 1793, 1803, 1116, 1245, 1243, 2053, 1239, 9648, 1253, 2016, 1248, 2207, 1251]","[[-8.613135, 41.166864], [-8.613153, 41.166837], [-8.613288, 41.16663], [-8.612433, 41.166342], [-8.611623, 41.165262], [-8.611182, 41.164893], [-8.611137, 41.164722], [-8.611209, 41.164641], [-8.611191, 41.164578], [-8.609256, 41.164497], [-8.608689, 41.16447], [-8.608482, 41.164443], [-8.606817, 41.164398], [-8.60652, 41.164335], [-8.606385, 41.16438], [-8.606286, 41.16438], [-8.605908, 41.165352], [-8.603874, 41.165496], [-8.602623, 41.165235], [-8.601849, 41.16411], [-8.601021, 41.164065], [-8.599995, 41.163489], [-8.599563, 41.163228], [-8.599176, 41.163993], [-8.598312, 41.163732], [-8.597925, 41.162967], [-8.597673, 41.16204], [-8.596809, 41.16186], [-8.596818, 41.161824], [-8.596827, 41.161797], [-8.596854, 41.161761], [-8.59689, 41.161788], [-8.596881, 41.161779], [-8.596881, 41.161761], [-8.59689, 41.161761], [-8.596899, 41.161761], [-8.596836, 41.161761], [-8.596566, 41.162058], [-8.596827, 41.162292], [-8.597277, 41.162373], [-8.597709, 41.162571]]","[1372697003, 1372697018, 1372697033, 1372697048, 1372697063, 1372697078, 1372697093, 1372697108, 1372697123, 1372697138, 1372697153, 1372697168, 1372697183, 1372697198, 1372697213, 1372697228, 1372697243, 1372697258, 1372697273, 1372697288, 1372697303, 1372697318, 1372697333, 1372697348, 1372697363, 1372697378, 1372697393, 1372697408, 1372697423, 1372697438, 1372697453, 1372697468, 1372697483, 1372697498, 1372697513, 1372697528, 1372697543, 1372697558, 1372697573, 1372697588, 1372697603]","[1372697003, 1372697033, 1372697048, 1372697071, 1372697093, 1372697138, 1372697198, 1372697221, 1372697243, 1372697258, 1372697266, 1372697273, 1372697278, 1372697283, 1372697288, 1372697303, 1372697318, 1372697348, 1372697356, 1372697363, 1372697378, 1372697408, 1372697438, 1372697468, 1372697536, 1372697603]"
